FIPS,State,Area_name,Median_Income
51680,VA,Lynchburg city,39918
51683,VA,Manassas city,70133
51685,VA,Manassas Park city,71742
51690,VA,Martinsville city,31046
51700,VA,Newport News city,47421
51710,VA,Norfolk city,42949
51720,VA,Norton city,32303
51730,VA,Petersburg city,32623
51735,VA,Poquoson city,82815
51740,VA,Portsmouth city,43041
51750,VA,Radford city,34635
51760,VA,Richmond city,39249
51770,VA,Roanoke city,37223
51775,VA,Salem city,47837
51790,VA,Staunton city,39712
51800,VA,Suffolk city,59468
51810,VA,Virginia Beach city,62509
51820,VA,Waynesboro city,42434
51830,VA,Williamsburg city,47880
51840,VA,Winchester city,43943
53001,WA,Adams,45171
53003,WA,Asotin,42842
53005,WA,Benton,59264
53007,WA,Chelan,50033
53009,WA,Clallam,46531
53011,WA,Clark,57886
53013,WA,Columbia,42332
53015,WA,Cowlitz,48447
53017,WA,Douglas,49293
53019,WA,Ferry,38302
53021,WA,Franklin,52720
53023,WA,Garfield,46157
53025,WA,Grant,46065
53027,WA,Grays Harbor,41791
53029,WA,Island,53306
53031,WA,Jefferson,47709
53033,WA,King,71779
53035,WA,Kitsap,62516
53037,WA,Kittitas,47287
53039,WA,Klickitat,47960
53041,WA,Lewis,41325
53043,WA,Lincoln,47895
53045,WA,Mason,46886
53047,WA,Okanogan,39014
53049,WA,Pacific,35703
53051,WA,Pend Oreille,44882
53053,WA,Pierce,57619
53055,WA,San Juan,56667
53057,WA,Skagit,52525
53059,WA,Skamania,52967
53061,WA,Snohomish,67443
53063,WA,Spokane,47577
53065,WA,Stevens,43675
53067,WA,Thurston,59877
53069,WA,Wahkiakum,46659
53071,WA,Walla Walla,46294
53073,WA,Whatcom,51119
53075,WA,Whitman,42702
53077,WA,Yakima,41918
54001,WV,Barbour,35558
54003,WV,Berkeley,54010
54005,WV,Boone,38098
54007,WV,Braxton,35296
54009,WV,Brooke,43719
54011,WV,Cabell,37628
54013,WV,Calhoun,31946
54015,WV,Clay,32640
54017,WV,Doddridge,39399
54019,WV,Fayette,33720
54021,WV,Gilmer,35344
54023,WV,Grant,38268
54025,WV,Greenbrier,37218
54027,WV,Hampshire,37444
54029,WV,Hancock,40249
54031,WV,Hardy,36053
54033,WV,Harrison,42197
54035,WV,Jackson,38640
54037,WV,Jefferson,64916
54039,WV,Kanawha,45858
54041,WV,Lewis,38462
54043,WV,Lincoln,35524
54045,WV,Logan,35773
54047,WV,McDowell,25205
54049,WV,Marion,41705
54051,WV,Marshall,41583
54053,WV,Mason,36454
54055,WV,Mercer,34320
54057,WV,Mineral,38320
54059,WV,Mingo,32431
54061,WV,Monongalia,47281
54063,WV,Monroe,36787
54065,WV,Morgan,42719
54067,WV,Nicholas,38451
54069,WV,Ohio,41009
54071,WV,Pendleton,36868
54073,WV,Pleasants,43172
54075,WV,Pocahontas,32199
54077,WV,Preston,42187
54079,WV,Putnam,56102
54081,WV,Raleigh,39998
54083,WV,Randolph,35458
54085,WV,Ritchie,38147
54087,WV,Roane,35982
54089,WV,Summers,31051
54091,WV,Taylor,38720
54093,WV,Tucker,37591
54095,WV,Tyler,39401
54097,WV,Upshur,37676
54099,WV,Wayne,38676
54101,WV,Webster,31805
54103,WV,Wetzel,39444
54105,WV,Wirt,37132
54107,WV,Wood,41205
54109,WV,Wyoming,34525
55001,WI,Adams,43814
55003,WI,Ashland,37909
55005,WI,Barron,44086
55007,WI,Bayfield,45466
55009,WI,Brown,51956
55011,WI,Buffalo,48418
55013,WI,Burnett,41388
55015,WI,Calumet,66657
55017,WI,Chippewa,49491
55019,WI,Clark,42477
55021,WI,Columbia,57613
55023,WI,Crawford,41598
55025,WI,Dane,60326
55027,WI,Dodge,51623
55029,WI,Door,51761
55031,WI,Douglas,43417
55033,WI,Dunn,50425
55035,WI,Eau Claire,49345
55037,WI,Florence,44139
55039,WI,Fond du Lac,54649
55041,WI,Forest,40153
55043,WI,Grant,45854
55045,WI,Green,55732
55047,WI,Green Lake,44184
55049,WI,Iowa,53186
55051,WI,Iron,37412
55053,WI,Jackson,46442
55055,WI,Jefferson,52399
55057,WI,Juneau,45167
55059,WI,Kenosha,51929
55061,WI,Kewaunee,52954
55063,WI,La Crosse,51324
55065,WI,Lafayette,46422
55067,WI,Langlade,42025
55069,WI,Lincoln,47721
55071,WI,Manitowoc,47835
55073,WI,Marathon,51830
55075,WI,Marinette,41446
55077,WI,Marquette,47760
55078,WI,Menominee,32769
55079,WI,Milwaukee,42058
55081,WI,Monroe,51411
55083,WI,Oconto,52800
55085,WI,Oneida,46773
55087,WI,Outagamie,57124
55089,WI,Ozaukee,74392
55091,WI,Pepin,50728
55093,WI,Pierce,60824
55095,WI,Polk,49138
55097,WI,Portage,51587
55099,WI,Price,43004
55101,WI,Racine,54403
55103,WI,Richland,43635
55105,WI,Rock,49157
55107,WI,Rusk,37350
55109,WI,St. Croix,69641
55111,WI,Sauk,50923
55113,WI,Sawyer,40608
55115,WI,Shawano,45953
55117,WI,Sheboygan,52106
55119,WI,Taylor,45985
55121,WI,Trempealeau,50953
55123,WI,Vernon,47063
55125,WI,Vilas,40454
55127,WI,Walworth,52610
55129,WI,Washburn,43588
55131,WI,Washington,67276
55133,WI,Waukesha,75652
55135,WI,Waupaca,48056
55137,WI,Waushara,43175
55139,WI,Winnebago,50469
55141,WI,Wood,48723
56001,WY,Albany,42443
56003,WY,Big Horn,49052
56005,WY,Campbell,81652
56007,WY,Carbon,54210
56009,WY,Converse,62438
56011,WY,Crook,59490
56013,WY,Fremont,51920
56015,WY,Goshen,43311
56017,WY,Hot Springs,42694
56019,WY,Johnson,51521
56021,WY,Laramie,59712
56023,WY,Lincoln,67256
56025,WY,Natrona,57701
56027,WY,Niobrara,43994
56029,WY,Park,50967
56031,WY,Platte,48621
56033,WY,Sheridan,51628
56035,WY,Sublette,74951
56037,WY,Sweetwater,72899
56039,WY,Teton,70201
56041,WY,Uinta,60953
56043,WY,Washakie,50740
56045,WY,Weston,59314
72001,PR,Adjuntas Municipio,#N/A
72003,PR,Aguada Municipio,#N/A
72005,PR,Aguadilla Municipio,#N/A
72007,PR,Aguas Buenas Municipio,#N/A
72009,PR,Aibonito Municipio,#N/A
72011,PR,Anasco Municipio,#N/A
72013,PR,Arecibo Municipio,#N/A
72015,PR,Arroyo Municipio,#N/A
72017,PR,Barceloneta Municipio,#N/A
72019,PR,Barranquitas Municipio,#N/A
72021,PR,Bayamon Municipio,#N/A
72023,PR,Cabo Rojo Municipio,#N/A
72025,PR,Caguas Municipio,#N/A
72027,PR,Camuy Municipio,#N/A
72029,PR,Canovanas Municipio,#N/A
72031,PR,Carolina Municipio,#N/A
72033,PR,Catano Municipio,#N/A
72035,PR,Cayey Municipio,#N/A
72037,PR,Ceiba Municipio,#N/A
72039,PR,Ciales Municipio,#N/A
72041,PR,Cidra Municipio,#N/A
72043,PR,Coamo Municipio,#N/A
72045,PR,Comerio Municipio,#N/A
72047,PR,Corozal Municipio,#N/A
72049,PR,Culebra Municipio,#N/A
72051,PR,Dorado Municipio,#N/A
72053,PR,Fajardo Municipio,#N/A
72054,PR,Florida Municipio,#N/A
72055,PR,Guanica Municipio,#N/A
72057,PR,Guayama Municipio,#N/A
72059,PR,Guayanilla Municipio,#N/A
72061,PR,Guaynabo Municipio,#N/A
72063,PR,Gurabo Municipio,#N/A
72065,PR,Hatillo Municipio,#N/A
72067,PR,Hormigueros Municipio,#N/A
72069,PR,Humacao Municipio,#N/A
72071,PR,Isabela Municipio,#N/A
72073,PR,Jayuya Municipio,#N/A
72075,PR,Juana Diaz Municipio,#N/A
72077,PR,Juncos Municipio,#N/A
72079,PR,Lajas Municipio,#N/A
72081,PR,Lares Municipio,#N/A
72083,PR,Las Marias Municipio,#N/A
72085,PR,Las Piedras Municipio,#N/A
72087,PR,Loiza Municipio,#N/A
72089,PR,Luquillo Municipio,#N/A
72091,PR,Manati Municipio,#N/A
72093,PR,Maricao Municipio,#N/A
72095,PR,Maunabo Municipio,#N/A
72097,PR,Mayaguez Municipio,#N/A
72099,PR,Moca Municipio,#N/A
72101,PR,Morovis Municipio,#N/A
72103,PR,Naguabo Municipio,#N/A
72105,PR,Naranjito Municipio,#N/A
72107,PR,Orocovis Municipio,#N/A
72109,PR,Patillas Municipio,#N/A
72111,PR,Penuelas Municipio,#N/A
72113,PR,Ponce Municipio,#N/A
72115,PR,Quebradillas Municipio,#N/A
72117,PR,Rincon Municipio,#N/A
72119,PR,Rio Grande Municipio,#N/A
72121,PR,Sabana Grande Municipio,#N/A
72123,PR,Salinas Municipio,#N/A
72125,PR,San German Municipio,#N/A
72127,PR,San Juan Municipio,#N/A
72129,PR,San Lorenzo Municipio,#N/A
72131,PR,San Sebastian Municipio,#N/A
72133,PR,Santa Isabel Municipio,#N/A
72135,PR,Toa Alta Municipio,#N/A
72137,PR,Toa Baja Municipio,#N/A
72139,PR,Trujillo Alto Municipio,#N/A
72141,PR,Utuado Municipio,#N/A
72143,PR,Vega Alta Municipio,#N/A
72145,PR,Vega Baja Municipio,#N/A
72147,PR,Vieques Municipio,#N/A
72149,PR,Villalba Municipio,#N/A
72151,PR,Yabucoa Municipio,#N/A
72153,PR,Yauco Municipio,#N/A
